"CHR","Map_Locus","POS","Description"
"MT","MT-ND3",10186,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10187,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10188,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10189,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10190,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10191,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10192,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10193,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10194,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10195,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10196,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10197,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10198,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10199,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10200,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10201,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10202,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10203,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10204,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10205,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10206,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10207,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10208,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10209,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10210,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10211,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10212,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10213,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10214,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10215,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10216,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10217,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10218,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10219,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10220,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10221,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10222,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10223,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10224,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10225,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10226,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10227,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10228,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10229,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10230,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10231,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10232,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10233,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10234,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10235,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10236,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10237,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10238,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10239,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10240,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10241,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10242,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10243,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10244,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10245,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10246,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10247,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10248,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10249,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10250,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10251,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10252,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10253,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10254,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10255,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10256,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10257,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10258,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10259,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10260,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10261,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10262,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10263,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10264,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10265,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10266,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10267,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10268,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10269,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10270,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10271,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10272,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10273,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10274,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10275,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10276,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10277,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10278,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10279,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10280,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10281,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10282,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10283,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10284,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10285,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10286,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10287,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10288,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10289,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10290,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10291,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10292,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10293,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10294,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10295,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10296,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10297,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10298,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10299,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10300,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10301,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10302,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10303,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10304,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10305,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10306,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10307,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10308,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10309,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10310,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10311,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10312,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10313,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10314,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10315,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10316,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10317,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10318,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10319,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10320,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10321,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10322,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10323,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10324,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10325,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10326,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10327,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10328,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10329,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10330,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10331,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10332,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10333,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10334,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10335,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10336,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10337,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10338,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10339,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10340,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10341,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10342,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10343,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10344,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10345,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10346,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10347,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10348,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10349,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10350,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10351,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10352,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10353,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10354,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10355,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10356,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10357,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10358,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10359,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10360,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10361,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10362,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10363,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10364,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10365,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10366,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10367,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10368,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10369,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10370,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10371,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10372,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10373,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10374,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10375,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10376,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10377,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10378,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10379,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10380,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10381,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10382,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10383,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10384,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10385,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10386,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10387,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10388,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10389,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10390,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10391,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10392,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10393,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10394,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10395,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10396,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10397,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10398,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10399,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10400,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10401,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10402,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10403,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND3",10404,"NADH dehydrogenase subunit 3;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10405,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10406,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10407,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10408,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10409,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10410,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10411,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10412,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10413,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10414,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10415,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10416,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10417,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10418,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10419,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TR",10420,"tRNA arginine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
