"CHR","POS","GENE","GENE_BIOTYPE"
"MT",9035,"MT-ATP6","protein_coding"
"MT",9036,"MT-ATP6","protein_coding"
"MT",9037,"MT-ATP6","protein_coding"
"MT",9038,"MT-ATP6","protein_coding"
"MT",9039,"MT-ATP6","protein_coding"
"MT",9040,"MT-ATP6","protein_coding"
"MT",9041,"MT-ATP6","protein_coding"
"MT",9042,"MT-ATP6","protein_coding"
"MT",9043,"MT-ATP6","protein_coding"
"MT",9044,"MT-ATP6","protein_coding"
"MT",9045,"MT-ATP6","protein_coding"
"MT",9046,"MT-ATP6","protein_coding"
"MT",9047,"MT-ATP6","protein_coding"
"MT",9048,"MT-ATP6","protein_coding"
"MT",9049,"MT-ATP6","protein_coding"
"MT",9050,"MT-ATP6","protein_coding"
"MT",9051,"MT-ATP6","protein_coding"
"MT",9052,"MT-ATP6","protein_coding"
"MT",9053,"MT-ATP6","protein_coding"
"MT",9054,"MT-ATP6","protein_coding"
"MT",9055,"MT-ATP6","protein_coding"
"MT",9056,"MT-ATP6","protein_coding"
"MT",9057,"MT-ATP6","protein_coding"
"MT",9058,"MT-ATP6","protein_coding"
"MT",9059,"MT-ATP6","protein_coding"
"MT",9060,"MT-ATP6","protein_coding"
"MT",9061,"MT-ATP6","protein_coding"
"MT",9062,"MT-ATP6","protein_coding"
"MT",9063,"MT-ATP6","protein_coding"
"MT",9064,"MT-ATP6","protein_coding"
"MT",9065,"MT-ATP6","protein_coding"
"MT",9066,"MT-ATP6","protein_coding"
"MT",9067,"MT-ATP6","protein_coding"
"MT",9068,"MT-ATP6","protein_coding"
"MT",9069,"MT-ATP6","protein_coding"
"MT",9070,"MT-ATP6","protein_coding"
"MT",9071,"MT-ATP6","protein_coding"
"MT",9072,"MT-ATP6","protein_coding"
"MT",9073,"MT-ATP6","protein_coding"
"MT",9074,"MT-ATP6","protein_coding"
"MT",9075,"MT-ATP6","protein_coding"
"MT",9076,"MT-ATP6","protein_coding"
"MT",9077,"MT-ATP6","protein_coding"
"MT",9078,"MT-ATP6","protein_coding"
"MT",9079,"MT-ATP6","protein_coding"
"MT",9080,"MT-ATP6","protein_coding"
"MT",9081,"MT-ATP6","protein_coding"
"MT",9082,"MT-ATP6","protein_coding"
"MT",9083,"MT-ATP6","protein_coding"
"MT",9084,"MT-ATP6","protein_coding"
"MT",9085,"MT-ATP6","protein_coding"
"MT",9086,"MT-ATP6","protein_coding"
"MT",9087,"MT-ATP6","protein_coding"
"MT",9088,"MT-ATP6","protein_coding"
"MT",9089,"MT-ATP6","protein_coding"
"MT",9090,"MT-ATP6","protein_coding"
"MT",9091,"MT-ATP6","protein_coding"
"MT",9092,"MT-ATP6","protein_coding"
"MT",9093,"MT-ATP6","protein_coding"
"MT",9094,"MT-ATP6","protein_coding"
"MT",9095,"MT-ATP6","protein_coding"
"MT",9096,"MT-ATP6","protein_coding"
"MT",9097,"MT-ATP6","protein_coding"
"MT",9098,"MT-ATP6","protein_coding"
"MT",9099,"MT-ATP6","protein_coding"
"MT",9100,"MT-ATP6","protein_coding"
"MT",9101,"MT-ATP6","protein_coding"
"MT",9102,"MT-ATP6","protein_coding"
"MT",9103,"MT-ATP6","protein_coding"
"MT",9104,"MT-ATP6","protein_coding"
"MT",9105,"MT-ATP6","protein_coding"
"MT",9106,"MT-ATP6","protein_coding"
"MT",9107,"MT-ATP6","protein_coding"
"MT",9108,"MT-ATP6","protein_coding"
"MT",9109,"MT-ATP6","protein_coding"
"MT",9110,"MT-ATP6","protein_coding"
"MT",9111,"MT-ATP6","protein_coding"
"MT",9112,"MT-ATP6","protein_coding"
"MT",9113,"MT-ATP6","protein_coding"
"MT",9114,"MT-ATP6","protein_coding"
"MT",9115,"MT-ATP6","protein_coding"
"MT",9116,"MT-ATP6","protein_coding"
"MT",9117,"MT-ATP6","protein_coding"
"MT",9118,"MT-ATP6","protein_coding"
"MT",9119,"MT-ATP6","protein_coding"
"MT",9120,"MT-ATP6","protein_coding"
"MT",9121,"MT-ATP6","protein_coding"
"MT",9122,"MT-ATP6","protein_coding"
"MT",9123,"MT-ATP6","protein_coding"
"MT",9124,"MT-ATP6","protein_coding"
"MT",9125,"MT-ATP6","protein_coding"
"MT",9126,"MT-ATP6","protein_coding"
"MT",9127,"MT-ATP6","protein_coding"
"MT",9128,"MT-ATP6","protein_coding"
"MT",9129,"MT-ATP6","protein_coding"
"MT",9130,"MT-ATP6","protein_coding"
"MT",9131,"MT-ATP6","protein_coding"
"MT",9132,"MT-ATP6","protein_coding"
"MT",9133,"MT-ATP6","protein_coding"
"MT",9134,"MT-ATP6","protein_coding"
"MT",9135,"MT-ATP6","protein_coding"
"MT",9136,"MT-ATP6","protein_coding"
"MT",9137,"MT-ATP6","protein_coding"
"MT",9138,"MT-ATP6","protein_coding"
"MT",9139,"MT-ATP6","protein_coding"
"MT",9140,"MT-ATP6","protein_coding"
"MT",9141,"MT-ATP6","protein_coding"
"MT",9142,"MT-ATP6","protein_coding"
"MT",9143,"MT-ATP6","protein_coding"
"MT",9144,"MT-ATP6","protein_coding"
"MT",9145,"MT-ATP6","protein_coding"
"MT",9146,"MT-ATP6","protein_coding"
"MT",9147,"MT-ATP6","protein_coding"
"MT",9148,"MT-ATP6","protein_coding"
"MT",9149,"MT-ATP6","protein_coding"
"MT",9150,"MT-ATP6","protein_coding"
"MT",9151,"MT-ATP6","protein_coding"
"MT",9152,"MT-ATP6","protein_coding"
"MT",9153,"MT-ATP6","protein_coding"
"MT",9154,"MT-ATP6","protein_coding"
"MT",9155,"MT-ATP6","protein_coding"
"MT",9156,"MT-ATP6","protein_coding"
"MT",9157,"MT-ATP6","protein_coding"
"MT",9158,"MT-ATP6","protein_coding"
"MT",9159,"MT-ATP6","protein_coding"
"MT",9160,"MT-ATP6","protein_coding"
"MT",9161,"MT-ATP6","protein_coding"
"MT",9162,"MT-ATP6","protein_coding"
"MT",9163,"MT-ATP6","protein_coding"
"MT",9164,"MT-ATP6","protein_coding"
"MT",9165,"MT-ATP6","protein_coding"
"MT",9166,"MT-ATP6","protein_coding"
"MT",9167,"MT-ATP6","protein_coding"
"MT",9168,"MT-ATP6","protein_coding"
"MT",9169,"MT-ATP6","protein_coding"
"MT",9170,"MT-ATP6","protein_coding"
"MT",9171,"MT-ATP6","protein_coding"
"MT",9172,"MT-ATP6","protein_coding"
"MT",9173,"MT-ATP6","protein_coding"
"MT",9174,"MT-ATP6","protein_coding"
"MT",9175,"MT-ATP6","protein_coding"
"MT",9176,"MT-ATP6","protein_coding"
"MT",9177,"MT-ATP6","protein_coding"
"MT",9178,"MT-ATP6","protein_coding"
"MT",9179,"MT-ATP6","protein_coding"
"MT",9180,"MT-ATP6","protein_coding"
"MT",9181,"MT-ATP6","protein_coding"
"MT",9182,"MT-ATP6","protein_coding"
"MT",9183,"MT-ATP6","protein_coding"
"MT",9184,"MT-ATP6","protein_coding"
"MT",9185,"MT-ATP6","protein_coding"
"MT",9186,"MT-ATP6","protein_coding"
"MT",9187,"MT-ATP6","protein_coding"
"MT",9188,"MT-ATP6","protein_coding"
"MT",9189,"MT-ATP6","protein_coding"
"MT",9190,"MT-ATP6","protein_coding"
"MT",9191,"MT-ATP6","protein_coding"
"MT",9192,"MT-ATP6","protein_coding"
"MT",9193,"MT-ATP6","protein_coding"
"MT",9194,"MT-ATP6","protein_coding"
"MT",9195,"MT-ATP6","protein_coding"
"MT",9196,"MT-ATP6","protein_coding"
"MT",9197,"MT-ATP6","protein_coding"
"MT",9198,"MT-ATP6","protein_coding"
"MT",9199,"MT-ATP6","protein_coding"
"MT",9200,"MT-ATP6","protein_coding"
"MT",9201,"MT-ATP6","protein_coding"
"MT",9202,"MT-ATP6","protein_coding"
"MT",9203,"MT-ATP6","protein_coding"
"MT",9204,"MT-ATP6","protein_coding"
"MT",9205,"MT-ATP6","protein_coding"
"MT",9206,"MT-ATP6","protein_coding"
"MT",9207,"MT-ATP6;MT-CO3","protein_coding;protein_coding"
"MT",9208,"MT-CO3","protein_coding"
"MT",9209,"MT-CO3","protein_coding"
"MT",9210,"MT-CO3","protein_coding"
"MT",9211,"MT-CO3","protein_coding"
"MT",9212,"MT-CO3","protein_coding"
"MT",9213,"MT-CO3","protein_coding"
"MT",9214,"MT-CO3","protein_coding"
"MT",9215,"MT-CO3","protein_coding"
"MT",9216,"MT-CO3","protein_coding"
"MT",9217,"MT-CO3","protein_coding"
"MT",9218,"MT-CO3","protein_coding"
"MT",9219,"MT-CO3","protein_coding"
"MT",9220,"MT-CO3","protein_coding"
"MT",9221,"MT-CO3","protein_coding"
"MT",9222,"MT-CO3","protein_coding"
"MT",9223,"MT-CO3","protein_coding"
"MT",9224,"MT-CO3","protein_coding"
"MT",9225,"MT-CO3","protein_coding"
"MT",9226,"MT-CO3","protein_coding"
"MT",9227,"MT-CO3","protein_coding"
"MT",9228,"MT-CO3","protein_coding"
"MT",9229,"MT-CO3","protein_coding"
"MT",9230,"MT-CO3","protein_coding"
"MT",9231,"MT-CO3","protein_coding"
"MT",9232,"MT-CO3","protein_coding"
"MT",9233,"MT-CO3","protein_coding"
"MT",9234,"MT-CO3","protein_coding"
"MT",9235,"MT-CO3","protein_coding"
"MT",9236,"MT-CO3","protein_coding"
"MT",9237,"MT-CO3","protein_coding"
"MT",9238,"MT-CO3","protein_coding"
"MT",9239,"MT-CO3","protein_coding"
"MT",9240,"MT-CO3","protein_coding"
"MT",9241,"MT-CO3","protein_coding"
"MT",9242,"MT-CO3","protein_coding"
"MT",9243,"MT-CO3","protein_coding"
"MT",9244,"MT-CO3","protein_coding"
"MT",9245,"MT-CO3","protein_coding"
"MT",9246,"MT-CO3","protein_coding"
"MT",9247,"MT-CO3","protein_coding"
"MT",9248,"MT-CO3","protein_coding"
"MT",9249,"MT-CO3","protein_coding"
"MT",9250,"MT-CO3","protein_coding"
"MT",9251,"MT-CO3","protein_coding"
"MT",9252,"MT-CO3","protein_coding"
"MT",9253,"MT-CO3","protein_coding"
"MT",9254,"MT-CO3","protein_coding"
"MT",9255,"MT-CO3","protein_coding"
"MT",9256,"MT-CO3","protein_coding"
"MT",9257,"MT-CO3","protein_coding"
"MT",9258,"MT-CO3","protein_coding"
"MT",9259,"MT-CO3","protein_coding"
"MT",9260,"MT-CO3","protein_coding"
"MT",9261,"MT-CO3","protein_coding"
"MT",9262,"MT-CO3","protein_coding"
"MT",9263,"MT-CO3","protein_coding"
"MT",9264,"MT-CO3","protein_coding"
"MT",9265,"MT-CO3","protein_coding"
"MT",9266,"MT-CO3","protein_coding"
"MT",9267,"MT-CO3","protein_coding"
"MT",9268,"MT-CO3","protein_coding"
"MT",9269,"MT-CO3","protein_coding"
"MT",9270,"MT-CO3","protein_coding"
"MT",9271,"MT-CO3","protein_coding"
"MT",9272,"MT-CO3","protein_coding"
"MT",9273,"MT-CO3","protein_coding"
"MT",9274,"MT-CO3","protein_coding"
"MT",9275,"MT-CO3","protein_coding"
"MT",9276,"MT-CO3","protein_coding"
"MT",9277,"MT-CO3","protein_coding"
"MT",9278,"MT-CO3","protein_coding"
"MT",9279,"MT-CO3","protein_coding"
"MT",9280,"MT-CO3","protein_coding"
"MT",9281,"MT-CO3","protein_coding"
"MT",9282,"MT-CO3","protein_coding"
"MT",9283,"MT-CO3","protein_coding"
"MT",9284,"MT-CO3","protein_coding"
"MT",9285,"MT-CO3","protein_coding"
"MT",9286,"MT-CO3","protein_coding"
"MT",9287,"MT-CO3","protein_coding"
"MT",9288,"MT-CO3","protein_coding"
"MT",9289,"MT-CO3","protein_coding"
"MT",9290,"MT-CO3","protein_coding"
"MT",9291,"MT-CO3","protein_coding"
"MT",9292,"MT-CO3","protein_coding"
"MT",9293,"MT-CO3","protein_coding"
"MT",9294,"MT-CO3","protein_coding"
"MT",9295,"MT-CO3","protein_coding"
"MT",9296,"MT-CO3","protein_coding"
"MT",9297,"MT-CO3","protein_coding"
"MT",9298,"MT-CO3","protein_coding"
"MT",9299,"MT-CO3","protein_coding"
"MT",9300,"MT-CO3","protein_coding"
"MT",9301,"MT-CO3","protein_coding"
"MT",9302,"MT-CO3","protein_coding"
"MT",9303,"MT-CO3","protein_coding"
"MT",9304,"MT-CO3","protein_coding"
"MT",9305,"MT-CO3","protein_coding"
"MT",9306,"MT-CO3","protein_coding"
"MT",9307,"MT-CO3","protein_coding"
"MT",9308,"MT-CO3","protein_coding"
"MT",9309,"MT-CO3","protein_coding"
"MT",9310,"MT-CO3","protein_coding"
"MT",9311,"MT-CO3","protein_coding"
"MT",9312,"MT-CO3","protein_coding"
"MT",9313,"MT-CO3","protein_coding"
"MT",9314,"MT-CO3","protein_coding"
"MT",9315,"MT-CO3","protein_coding"
"MT",9316,"MT-CO3","protein_coding"
"MT",9317,"MT-CO3","protein_coding"
"MT",9318,"MT-CO3","protein_coding"
"MT",9319,"MT-CO3","protein_coding"
"MT",9320,"MT-CO3","protein_coding"
"MT",9321,"MT-CO3","protein_coding"
"MT",9322,"MT-CO3","protein_coding"
"MT",9323,"MT-CO3","protein_coding"
"MT",9324,"MT-CO3","protein_coding"
"MT",9325,"MT-CO3","protein_coding"
"MT",9326,"MT-CO3","protein_coding"
"MT",9327,"MT-CO3","protein_coding"
"MT",9328,"MT-CO3","protein_coding"
"MT",9329,"MT-CO3","protein_coding"
"MT",9330,"MT-CO3","protein_coding"
"MT",9331,"MT-CO3","protein_coding"
"MT",9332,"MT-CO3","protein_coding"
"MT",9333,"MT-CO3","protein_coding"
"MT",9334,"MT-CO3","protein_coding"
"MT",9335,"MT-CO3","protein_coding"
"MT",9336,"MT-CO3","protein_coding"
"MT",9337,"MT-CO3","protein_coding"
"MT",9338,"MT-CO3","protein_coding"
"MT",9339,"MT-CO3","protein_coding"
"MT",9340,"MT-CO3","protein_coding"
"MT",9341,"MT-CO3","protein_coding"
"MT",9342,"MT-CO3","protein_coding"
"MT",9343,"MT-CO3","protein_coding"
"MT",9344,"MT-CO3","protein_coding"
"MT",9345,"MT-CO3","protein_coding"
"MT",9346,"MT-CO3","protein_coding"
"MT",9347,"MT-CO3","protein_coding"
"MT",9348,"MT-CO3","protein_coding"
"MT",9349,"MT-CO3","protein_coding"
"MT",9350,"MT-CO3","protein_coding"
"MT",9351,"MT-CO3","protein_coding"
"MT",9352,"MT-CO3","protein_coding"
"MT",9353,"MT-CO3","protein_coding"
"MT",9354,"MT-CO3","protein_coding"
"MT",9355,"MT-CO3","protein_coding"
"MT",9356,"MT-CO3","protein_coding"
"MT",9357,"MT-CO3","protein_coding"
"MT",9358,"MT-CO3","protein_coding"
"MT",9359,"MT-CO3","protein_coding"
"MT",9360,"MT-CO3","protein_coding"
"MT",9361,"MT-CO3","protein_coding"
"MT",9362,"MT-CO3","protein_coding"
"MT",9363,"MT-CO3","protein_coding"
"MT",9364,"MT-CO3","protein_coding"
"MT",9365,"MT-CO3","protein_coding"
"MT",9366,"MT-CO3","protein_coding"
"MT",9367,"MT-CO3","protein_coding"
"MT",9368,"MT-CO3","protein_coding"
"MT",9369,"MT-CO3","protein_coding"
"MT",9370,"MT-CO3","protein_coding"
"MT",9371,"MT-CO3","protein_coding"
"MT",9372,"MT-CO3","protein_coding"
"MT",9373,"MT-CO3","protein_coding"
"MT",9374,"MT-CO3","protein_coding"
"MT",9375,"MT-CO3","protein_coding"
"MT",9376,"MT-CO3","protein_coding"
"MT",9377,"MT-CO3","protein_coding"
"MT",9378,"MT-CO3","protein_coding"
"MT",9379,"MT-CO3","protein_coding"
"MT",9380,"MT-CO3","protein_coding"
"MT",9381,"MT-CO3","protein_coding"
"MT",9382,"MT-CO3","protein_coding"
"MT",9383,"MT-CO3","protein_coding"
"MT",9384,"MT-CO3","protein_coding"
"MT",9385,"MT-CO3","protein_coding"
"MT",9386,"MT-CO3","protein_coding"
"MT",9387,"MT-CO3","protein_coding"
"MT",9388,"MT-CO3","protein_coding"
"MT",9389,"MT-CO3","protein_coding"
"MT",9390,"MT-CO3","protein_coding"
"MT",9391,"MT-CO3","protein_coding"
"MT",9392,"MT-CO3","protein_coding"
"MT",9393,"MT-CO3","protein_coding"
"MT",9394,"MT-CO3","protein_coding"
"MT",9395,"MT-CO3","protein_coding"
"MT",9396,"MT-CO3","protein_coding"
"MT",9397,"MT-CO3","protein_coding"
"MT",9398,"MT-CO3","protein_coding"
"MT",9399,"MT-CO3","protein_coding"
"MT",9400,"MT-CO3","protein_coding"
"MT",9401,"MT-CO3","protein_coding"
"MT",9402,"MT-CO3","protein_coding"
"MT",9403,"MT-CO3","protein_coding"
"MT",9404,"MT-CO3","protein_coding"
"MT",9405,"MT-CO3","protein_coding"
"MT",9406,"MT-CO3","protein_coding"
"MT",9407,"MT-CO3","protein_coding"
"MT",9408,"MT-CO3","protein_coding"
"MT",9409,"MT-CO3","protein_coding"
"MT",9410,"MT-CO3","protein_coding"
"MT",9411,"MT-CO3","protein_coding"
"MT",9412,"MT-CO3","protein_coding"
"MT",9413,"MT-CO3","protein_coding"
"MT",9414,"MT-CO3","protein_coding"
"MT",9415,"MT-CO3","protein_coding"
"MT",9416,"MT-CO3","protein_coding"
"MT",9417,"MT-CO3","protein_coding"
"MT",9418,"MT-CO3","protein_coding"
"MT",9419,"MT-CO3","protein_coding"
"MT",9420,"MT-CO3","protein_coding"
"MT",9421,"MT-CO3","protein_coding"
"MT",9422,"MT-CO3","protein_coding"
"MT",9423,"MT-CO3","protein_coding"
"MT",9424,"MT-CO3","protein_coding"
"MT",9425,"MT-CO3","protein_coding"
"MT",9426,"MT-CO3","protein_coding"
"MT",9427,"MT-CO3","protein_coding"
"MT",9428,"MT-CO3","protein_coding"
"MT",9429,"MT-CO3","protein_coding"
"MT",9430,"MT-CO3","protein_coding"
"MT",9431,"MT-CO3","protein_coding"
"MT",9432,"MT-CO3","protein_coding"
"MT",9433,"MT-CO3","protein_coding"
"MT",9434,"MT-CO3","protein_coding"
"MT",9435,"MT-CO3","protein_coding"
"MT",9436,"MT-CO3","protein_coding"
"MT",9437,"MT-CO3","protein_coding"
"MT",9438,"MT-CO3","protein_coding"
"MT",9439,"MT-CO3","protein_coding"
"MT",9440,"MT-CO3","protein_coding"
"MT",9441,"MT-CO3","protein_coding"
"MT",9442,"MT-CO3","protein_coding"
"MT",9443,"MT-CO3","protein_coding"
"MT",9444,"MT-CO3","protein_coding"
"MT",9445,"MT-CO3","protein_coding"
"MT",9446,"MT-CO3","protein_coding"
"MT",9447,"MT-CO3","protein_coding"
"MT",9448,"MT-CO3","protein_coding"
"MT",9449,"MT-CO3","protein_coding"
"MT",9450,"MT-CO3","protein_coding"
"MT",9451,"MT-CO3","protein_coding"
"MT",9452,"MT-CO3","protein_coding"
"MT",9453,"MT-CO3","protein_coding"
"MT",9454,"MT-CO3","protein_coding"
"MT",9455,"MT-CO3","protein_coding"
"MT",9456,"MT-CO3","protein_coding"
"MT",9457,"MT-CO3","protein_coding"
"MT",9458,"MT-CO3","protein_coding"
"MT",9459,"MT-CO3","protein_coding"
"MT",9460,"MT-CO3","protein_coding"
"MT",9461,"MT-CO3","protein_coding"
"MT",9462,"MT-CO3","protein_coding"
"MT",9463,"MT-CO3","protein_coding"
"MT",9464,"MT-CO3","protein_coding"
"MT",9465,"MT-CO3","protein_coding"
"MT",9466,"MT-CO3","protein_coding"
"MT",9467,"MT-CO3","protein_coding"
"MT",9468,"MT-CO3","protein_coding"
"MT",9469,"MT-CO3","protein_coding"
"MT",9470,"MT-CO3","protein_coding"
"MT",9471,"MT-CO3","protein_coding"
"MT",9472,"MT-CO3","protein_coding"
"MT",9473,"MT-CO3","protein_coding"
"MT",9474,"MT-CO3","protein_coding"
"MT",9475,"MT-CO3","protein_coding"
"MT",9476,"MT-CO3","protein_coding"
"MT",9477,"MT-CO3","protein_coding"
"MT",9478,"MT-CO3","protein_coding"
"MT",9479,"MT-CO3","protein_coding"
"MT",9480,"MT-CO3","protein_coding"
"MT",9481,"MT-CO3","protein_coding"
"MT",9482,"MT-CO3","protein_coding"
"MT",9483,"MT-CO3","protein_coding"
"MT",9484,"MT-CO3","protein_coding"
"MT",9485,"MT-CO3","protein_coding"
"MT",9486,"MT-CO3","protein_coding"
"MT",9487,"MT-CO3","protein_coding"
"MT",9488,"MT-CO3","protein_coding"
"MT",9489,"MT-CO3","protein_coding"
"MT",9490,"MT-CO3","protein_coding"
"MT",9491,"MT-CO3","protein_coding"
"MT",9492,"MT-CO3","protein_coding"
"MT",9493,"MT-CO3","protein_coding"
"MT",9494,"MT-CO3","protein_coding"
"MT",9495,"MT-CO3","protein_coding"
"MT",9496,"MT-CO3","protein_coding"
"MT",9497,"MT-CO3","protein_coding"
"MT",9498,"MT-CO3","protein_coding"
"MT",9499,"MT-CO3","protein_coding"
"MT",9500,"MT-CO3","protein_coding"
"MT",9501,"MT-CO3","protein_coding"
"MT",9502,"MT-CO3","protein_coding"
"MT",9503,"MT-CO3","protein_coding"
"MT",9504,"MT-CO3","protein_coding"
"MT",9505,"MT-CO3","protein_coding"
"MT",9506,"MT-CO3","protein_coding"
"MT",9507,"MT-CO3","protein_coding"
"MT",9508,"MT-CO3","protein_coding"
"MT",9509,"MT-CO3","protein_coding"
"MT",9510,"MT-CO3","protein_coding"
"MT",9511,"MT-CO3","protein_coding"
"MT",9512,"MT-CO3","protein_coding"
"MT",9513,"MT-CO3","protein_coding"
"MT",9514,"MT-CO3","protein_coding"
"MT",9515,"MT-CO3","protein_coding"
"MT",9516,"MT-CO3","protein_coding"
"MT",9517,"MT-CO3","protein_coding"
"MT",9518,"MT-CO3","protein_coding"
"MT",9519,"MT-CO3","protein_coding"
"MT",9520,"MT-CO3","protein_coding"
"MT",9521,"MT-CO3","protein_coding"
"MT",9522,"MT-CO3","protein_coding"
"MT",9523,"MT-CO3","protein_coding"
"MT",9524,"MT-CO3","protein_coding"
"MT",9525,"MT-CO3","protein_coding"
"MT",9526,"MT-CO3","protein_coding"
"MT",9527,"MT-CO3","protein_coding"
"MT",9528,"MT-CO3","protein_coding"
"MT",9529,"MT-CO3","protein_coding"
"MT",9530,"MT-CO3","protein_coding"
"MT",9531,"MT-CO3","protein_coding"
"MT",9532,"MT-CO3","protein_coding"
"MT",9533,"MT-CO3","protein_coding"
"MT",9534,"MT-CO3","protein_coding"
"MT",9535,"MT-CO3","protein_coding"
"MT",9536,"MT-CO3","protein_coding"
"MT",9537,"MT-CO3","protein_coding"
"MT",9538,"MT-CO3","protein_coding"
"MT",9539,"MT-CO3","protein_coding"
"MT",9540,"MT-CO3","protein_coding"
"MT",9541,"MT-CO3","protein_coding"
"MT",9542,"MT-CO3","protein_coding"
"MT",9543,"MT-CO3","protein_coding"
"MT",9544,"MT-CO3","protein_coding"
"MT",9545,"MT-CO3","protein_coding"
"MT",9546,"MT-CO3","protein_coding"
"MT",9547,"MT-CO3","protein_coding"
"MT",9548,"MT-CO3","protein_coding"
"MT",9549,"MT-CO3","protein_coding"
"MT",9550,"MT-CO3","protein_coding"
"MT",9551,"MT-CO3","protein_coding"
"MT",9552,"MT-CO3","protein_coding"
"MT",9553,"MT-CO3","protein_coding"
"MT",9554,"MT-CO3","protein_coding"
"MT",9555,"MT-CO3","protein_coding"
"MT",9556,"MT-CO3","protein_coding"
"MT",9557,"MT-CO3","protein_coding"
"MT",9558,"MT-CO3","protein_coding"
"MT",9559,"MT-CO3","protein_coding"
"MT",9560,"MT-CO3","protein_coding"
"MT",9561,"MT-CO3","protein_coding"
"MT",9562,"MT-CO3","protein_coding"
"MT",9563,"MT-CO3","protein_coding"
"MT",9564,"MT-CO3","protein_coding"
"MT",9565,"MT-CO3","protein_coding"
"MT",9566,"MT-CO3","protein_coding"
"MT",9567,"MT-CO3","protein_coding"
"MT",9568,"MT-CO3","protein_coding"
"MT",9569,"MT-CO3","protein_coding"
"MT",9570,"MT-CO3","protein_coding"
"MT",9571,"MT-CO3","protein_coding"
"MT",9572,"MT-CO3","protein_coding"
"MT",9573,"MT-CO3","protein_coding"
"MT",9574,"MT-CO3","protein_coding"
"MT",9575,"MT-CO3","protein_coding"
"MT",9576,"MT-CO3","protein_coding"
"MT",9577,"MT-CO3","protein_coding"
"MT",9578,"MT-CO3","protein_coding"
"MT",9579,"MT-CO3","protein_coding"
"MT",9580,"MT-CO3","protein_coding"
"MT",9581,"MT-CO3","protein_coding"
"MT",9582,"MT-CO3","protein_coding"
"MT",9583,"MT-CO3","protein_coding"
"MT",9584,"MT-CO3","protein_coding"
"MT",9585,"MT-CO3","protein_coding"
"MT",9586,"MT-CO3","protein_coding"
"MT",9587,"MT-CO3","protein_coding"
"MT",9588,"MT-CO3","protein_coding"
"MT",9589,"MT-CO3","protein_coding"
"MT",9590,"MT-CO3","protein_coding"
"MT",9591,"MT-CO3","protein_coding"
"MT",9592,"MT-CO3","protein_coding"
"MT",9593,"MT-CO3","protein_coding"
"MT",9594,"MT-CO3","protein_coding"
"MT",9595,"MT-CO3","protein_coding"
"MT",9596,"MT-CO3","protein_coding"
"MT",9597,"MT-CO3","protein_coding"
"MT",9598,"MT-CO3","protein_coding"
"MT",9599,"MT-CO3","protein_coding"
"MT",9600,"MT-CO3","protein_coding"
"MT",9601,"MT-CO3","protein_coding"
"MT",9602,"MT-CO3","protein_coding"
"MT",9603,"MT-CO3","protein_coding"
"MT",9604,"MT-CO3","protein_coding"
"MT",9605,"MT-CO3","protein_coding"
"MT",9606,"MT-CO3","protein_coding"
"MT",9607,"MT-CO3","protein_coding"
"MT",9608,"MT-CO3","protein_coding"
"MT",9609,"MT-CO3","protein_coding"
"MT",9610,"MT-CO3","protein_coding"
"MT",9611,"MT-CO3","protein_coding"
"MT",9612,"MT-CO3","protein_coding"
"MT",9613,"MT-CO3","protein_coding"
"MT",9614,"MT-CO3","protein_coding"
"MT",9615,"MT-CO3","protein_coding"
"MT",9616,"MT-CO3","protein_coding"
"MT",9617,"MT-CO3","protein_coding"
"MT",9618,"MT-CO3","protein_coding"
"MT",9619,"MT-CO3","protein_coding"
"MT",9620,"MT-CO3","protein_coding"
"MT",9621,"MT-CO3","protein_coding"
"MT",9622,"MT-CO3","protein_coding"
"MT",9623,"MT-CO3","protein_coding"
"MT",9624,"MT-CO3","protein_coding"
"MT",9625,"MT-CO3","protein_coding"
"MT",9626,"MT-CO3","protein_coding"
"MT",9627,"MT-CO3","protein_coding"
"MT",9628,"MT-CO3","protein_coding"
"MT",9629,"MT-CO3","protein_coding"
"MT",9630,"MT-CO3","protein_coding"
"MT",9631,"MT-CO3","protein_coding"
"MT",9632,"MT-CO3","protein_coding"
"MT",9633,"MT-CO3","protein_coding"
"MT",9634,"MT-CO3","protein_coding"
"MT",9635,"MT-CO3","protein_coding"
"MT",9636,"MT-CO3","protein_coding"
"MT",9637,"MT-CO3","protein_coding"
"MT",9638,"MT-CO3","protein_coding"
"MT",9639,"MT-CO3","protein_coding"
"MT",9640,"MT-CO3","protein_coding"
"MT",9641,"MT-CO3","protein_coding"
"MT",9642,"MT-CO3","protein_coding"
"MT",9643,"MT-CO3","protein_coding"
"MT",9644,"MT-CO3","protein_coding"
"MT",9645,"MT-CO3","protein_coding"
"MT",9646,"MT-CO3","protein_coding"
"MT",9647,"MT-CO3","protein_coding"
"MT",9648,"MT-CO3","protein_coding"
"MT",9649,"MT-CO3","protein_coding"
"MT",9650,"MT-CO3","protein_coding"
"MT",9651,"MT-CO3","protein_coding"
"MT",9652,"MT-CO3","protein_coding"
"MT",9653,"MT-CO3","protein_coding"
"MT",9654,"MT-CO3","protein_coding"
"MT",9655,"MT-CO3","protein_coding"
"MT",9656,"MT-CO3","protein_coding"
"MT",9657,"MT-CO3","protein_coding"
"MT",9658,"MT-CO3","protein_coding"
"MT",9659,"MT-CO3","protein_coding"
"MT",9660,"MT-CO3","protein_coding"
